dataset,sample_size,seed,iteration,split,method,accuracy,macro_f1,delta_vs_vanilla,delta_vs_random_aug,per_class_accuracy_delta,result_file
trec,16,0,,,error_driven,84.0,70.63728666047899,1.8000000000000114,3.5999999999999943,"{""0"": 0.0, ""10"": -50.0, ""11"": 0.0, ""12"": 0.0, ""13"": 22.22222222222223, ""14"": 16.666666666666664, ""16"": 10.0, ""18"": 0.0, ""19"": 0.0, ""2"": 0.0, ""20"": 0.0, ""21"": 0.0, ""22"": 5.555555555555543, ""23"": 0.0, ""24"": 0.0, ""25"": -33.33333333333334, ""26"": 0.0, ""27"": 0.0, ""28"": 0.0, ""29"": -6.666666666666671, ""3"": -25.0, ""30"": 0.0, ""31"": 0.0, ""32"": 0.0, ""33"": null, ""34"": -33.33333333333334, ""35"": 0.0, ""36"": 0.0, ""37"": 25.0, ""38"": -16.666666666666657, ""39"": null, ""4"": 9.090909090909093, ""40"": 0.0, ""41"": 0.0, ""43"": -12.5, ""44"": 0.0, ""47"": 0.0, ""48"": 0.0, ""49"": -50.0, ""5"": 0.0, ""6"": 0.0, ""7"": 1.6260162601626007, ""8"": 2.1276595744680833, ""9"": 0.0}",D:\setfit-modify\results\trec\16-shot\seed-0\augmented.json
trec,16,0,,,random_aug,80.4,69.38470266020462,-1.799999999999983,0.0,"{""0"": 0.0, ""10"": -50.0, ""11"": -14.285714285714278, ""12"": 14.285714285714278, ""13"": 0.0, ""14"": 8.333333333333332, ""16"": -20.000000000000007, ""18"": 0.0, ""19"": 0.0, ""2"": 0.0, ""20"": 0.0, ""21"": 0.0, ""22"": 11.1111111111111, ""23"": 0.0, ""24"": 50.0, ""25"": 0.0, ""26"": 0.0, ""27"": 0.0, ""28"": 0.0, ""29"": -6.666666666666671, ""3"": -12.5, ""30"": 0.0, ""31"": 20.0, ""32"": 0.0, ""34"": 0.0, ""35"": 0.0, ""36"": 0.0, ""37"": 16.666666666666657, ""38"": 0.0, ""39"": null, ""4"": 0.0, ""40"": 0.0, ""41"": 0.0, ""43"": 0.0, ""44"": 0.0, ""47"": 0.0, ""48"": 0.0, ""49"": -50.0, ""5"": 16.666666666666686, ""6"": 0.0, ""7"": -0.8130081300813146, ""8"": 0.0, ""9"": 0.0}",D:\setfit-modify\results\trec\16-shot\seed-0\random_aug.json
trec,16,0,,,vanilla,82.19999999999999,71.4386842196743,0.0,1.799999999999983,"{""0"": 0.0, ""10"": 0.0, ""11"": 0.0, ""12"": 0.0, ""13"": 0.0, ""14"": 0.0, ""16"": 0.0, ""18"": 0.0, ""19"": 0.0, ""2"": 0.0, ""20"": 0.0, ""21"": 0.0, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 0.0, ""27"": 0.0, ""28"": 0.0, ""29"": 0.0, ""3"": 0.0, ""30"": 0.0, ""31"": 0.0, ""32"": 0.0, ""34"": 0.0, ""35"": 0.0, ""36"": 0.0, ""37"": 0.0, ""38"": 0.0, ""39"": null, ""4"": 0.0, ""40"": 0.0, ""41"": 0.0, ""43"": 0.0, ""44"": 0.0, ""47"": 0.0, ""48"": 0.0, ""49"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": 0.0, ""8"": 0.0, ""9"": 0.0}",D:\setfit-modify\results\trec\16-shot\seed-0\vanilla.json
trec,16,1,,,error_driven,84.39999999999999,68.98488319496082,4.799999999999983,5.3999999999999915,"{""0"": 0.0, ""1"": null, ""10"": 50.0, ""11"": 0.0, ""12"": -42.857142857142854, ""13"": -22.222222222222214, ""14"": 0.0, ""16"": 12.0, ""18"": 0.0, ""19"": 0.0, ""2"": -6.25, ""20"": 0.0, ""21"": 0.0, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 0.0, ""27"": 25.0, ""28"": 0.0, ""29"": 0.0, ""3"": -25.0, ""30"": 0.0, ""31"": 0.0, ""32"": 0.0, ""33"": null, ""34"": 0.0, ""35"": 0.0, ""36"": 0.0, ""37"": 16.666666666666664, ""38"": 0.0, ""39"": null, ""4"": 3.6363636363636402, ""40"": 0.0, ""41"": 0.0, ""43"": 0.0, ""44"": 0.0, ""45"": null, ""47"": 0.0, ""48"": 0.0, ""49"": 66.66666666666669, ""5"": 16.666666666666657, ""6"": 0.0, ""7"": 11.38211382113822, ""8"": 2.1276595744680833, ""9"": 0.0}",D:\setfit-modify\results\trec\16-shot\seed-1\augmented.json
trec,16,1,,,random_aug,79.0,67.02835212618832,-0.6000000000000085,0.0,"{""0"": 0.0, ""1"": null, ""10"": 50.0, ""11"": -14.285714285714278, ""12"": -28.57142857142857, ""13"": -11.1111111111111, ""14"": 0.0, ""16"": -6.000000000000007, ""18"": 0.0, ""19"": 0.0, ""2"": 6.25, ""20"": 0.0, ""21"": 14.285714285714292, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 0.0, ""27"": 25.0, ""28"": 0.0, ""29"": -13.333333333333329, ""3"": -12.5, ""30"": 0.0, ""31"": 0.0, ""32"": 0.0, ""33"": null, ""34"": 0.0, ""35"": 0.0, ""36"": 0.0, ""37"": 8.333333333333329, ""38"": 0.0, ""39"": null, ""4"": -20.0, ""40"": 0.0, ""41"": 0.0, ""43"": 0.0, ""44"": 0.0, ""47"": 0.0, ""48"": 0.0, ""49"": 49.99999999999999, ""5"": 16.666666666666657, ""6"": 0.0, ""7"": 6.504065040650417, ""8"": 2.1276595744680833, ""9"": 0.0}",D:\setfit-modify\results\trec\16-shot\seed-1\random_aug.json
trec,16,1,,,vanilla,79.60000000000001,64.83402073656934,0.0,0.6000000000000085,"{""0"": 0.0, ""1"": null, ""10"": 0.0, ""11"": 0.0, ""12"": 0.0, ""13"": 0.0, ""14"": 0.0, ""16"": 0.0, ""18"": 0.0, ""19"": 0.0, ""2"": 0.0, ""20"": 0.0, ""21"": 0.0, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 0.0, ""27"": 0.0, ""28"": 0.0, ""29"": 0.0, ""3"": 0.0, ""30"": 0.0, ""31"": 0.0, ""32"": 0.0, ""33"": null, ""34"": 0.0, ""35"": 0.0, ""36"": 0.0, ""37"": 0.0, ""38"": 0.0, ""39"": null, ""4"": 0.0, ""40"": 0.0, ""41"": 0.0, ""43"": 0.0, ""44"": 0.0, ""47"": 0.0, ""48"": 0.0, ""49"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": 0.0, ""8"": 0.0, ""9"": 0.0}",D:\setfit-modify\results\trec\16-shot\seed-1\vanilla.json
trec,16,2,,,error_driven,81.0,65.3756070675631,2.5999999999999943,10.800000000000011,"{""0"": 0.0, ""1"": null, ""10"": 0.0, ""11"": 0.0, ""12"": 0.0, ""13"": 66.66666666666667, ""14"": -8.333333333333336, ""16"": 12.0, ""18"": 0.0, ""19"": 0.0, ""2"": -12.5, ""20"": 0.0, ""21"": 28.571428571428577, ""22"": 0.0, ""23"": 0.0, ""24"": -50.0, ""25"": 0.0, ""26"": 0.0, ""27"": 25.0, ""28"": 12.5, ""29"": -6.666666666666671, ""3"": -25.0, ""30"": 0.0, ""31"": -40.0, ""32"": 0.0, ""33"": null, ""34"": -66.66666666666667, ""35"": 0.0, ""36"": 0.0, ""37"": 0.0, ""38"": 0.0, ""39"": null, ""4"": 3.6363636363636402, ""40"": 0.0, ""41"": 0.0, ""43"": 0.0, ""44"": 0.0, ""45"": null, ""47"": 0.0, ""48"": 0.0, ""49"": 66.66666666666669, ""5"": -16.666666666666657, ""6"": 0.0, ""7"": 3.2520325203252014, ""8"": -2.1276595744680833, ""9"": 0.0}",D:\setfit-modify\results\trec\16-shot\seed-2\augmented.json
trec,16,2,,,random_aug,70.19999999999999,59.90697946989433,-8.200000000000017,0.0,"{""0"": 0.0, ""1"": null, ""10"": 0.0, ""11"": -14.285714285714292, ""12"": 0.0, ""13"": 33.33333333333333, ""14"": -16.666666666666668, ""16"": 3.999999999999993, ""18"": 0.0, ""19"": 0.0, ""2"": -18.75, ""20"": 0.0, ""21"": 28.571428571428577, ""22"": -5.555555555555543, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 0.0, ""27"": 0.0, ""28"": 12.5, ""29"": 0.0, ""3"": 0.0, ""30"": 0.0, ""31"": -40.0, ""32"": 0.0, ""33"": null, ""34"": 0.0, ""35"": 0.0, ""36"": 0.0, ""37"": -16.666666666666657, ""38"": 0.0, ""39"": null, ""4"": -43.63636363636363, ""40"": 0.0, ""41"": 0.0, ""43"": 0.0, ""44"": -20.0, ""47"": 0.0, ""48"": 0.0, ""49"": -16.666666666666664, ""5"": 0.0, ""6"": 0.0, ""7"": -9.756097560975604, ""8"": 0.0, ""9"": 0.0}",D:\setfit-modify\results\trec\16-shot\seed-2\random_aug.json
trec,16,2,,,vanilla,78.4,65.47792153135433,0.0,8.200000000000017,"{""0"": 0.0, ""1"": null, ""10"": 0.0, ""11"": 0.0, ""12"": 0.0, ""13"": 0.0, ""14"": 0.0, ""16"": 0.0, ""18"": 0.0, ""19"": 0.0, ""2"": 0.0, ""20"": 0.0, ""21"": 0.0, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 0.0, ""27"": 0.0, ""28"": 0.0, ""29"": 0.0, ""3"": 0.0, ""30"": 0.0, ""31"": 0.0, ""32"": 0.0, ""33"": null, ""34"": 0.0, ""35"": 0.0, ""36"": 0.0, ""37"": 0.0, ""38"": 0.0, ""39"": null, ""4"": 0.0, ""40"": 0.0, ""41"": 0.0, ""43"": 0.0, ""44"": 0.0, ""47"": 0.0, ""48"": 0.0, ""49"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": 0.0, ""8"": 0.0, ""9"": 0.0}",D:\setfit-modify\results\trec\16-shot\seed-2\vanilla.json
trec,16,3,,,error_driven,80.80000000000001,65.98769659896402,0.0,4.200000000000017,"{""0"": 0.0, ""10"": 0.0, ""11"": 14.285714285714292, ""12"": -14.285714285714285, ""13"": -11.1111111111111, ""14"": 0.0, ""16"": 10.0, ""18"": 25.0, ""19"": 0.0, ""2"": 6.25, ""20"": 0.0, ""21"": -14.285714285714285, ""22"": 11.1111111111111, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 33.33333333333334, ""27"": -25.0, ""28"": 0.0, ""29"": -20.0, ""3"": -37.5, ""30"": 0.0, ""31"": 20.0, ""32"": 0.0, ""33"": null, ""34"": -100.0, ""35"": 0.0, ""36"": 0.0, ""37"": 0.0, ""38"": 16.666666666666657, ""39"": null, ""4"": 18.181818181818173, ""40"": 0.0, ""41"": 0.0, ""43"": 6.25, ""44"": 0.0, ""47"": 0.0, ""48"": 0.0, ""49"": 0.0, ""5"": -16.666666666666657, ""6"": 0.0, ""7"": -7.317073170731703, ""8"": 0.0, ""9"": -16.666666666666657}",D:\setfit-modify\results\trec\16-shot\seed-3\augmented.json
trec,16,3,,,random_aug,76.6,64.2844967800764,-4.200000000000017,0.0,"{""0"": 0.0, ""10"": 0.0, ""11"": 14.285714285714292, ""12"": -14.285714285714285, ""13"": -11.1111111111111, ""14"": -8.333333333333332, ""16"": 4.0, ""18"": 0.0, ""19"": 0.0, ""2"": 12.5, ""20"": 0.0, ""21"": -28.57142857142857, ""22"": 5.555555555555543, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 0.0, ""27"": -25.0, ""28"": 0.0, ""29"": 0.0, ""3"": -12.5, ""30"": 0.0, ""31"": 20.0, ""32"": 0.0, ""33"": null, ""34"": 0.0, ""35"": 0.0, ""36"": 0.0, ""37"": 0.0, ""38"": 16.666666666666657, ""39"": null, ""4"": 10.909090909090907, ""40"": 0.0, ""41"": 0.0, ""43"": 6.25, ""44"": 0.0, ""47"": 0.0, ""48"": 0.0, ""49"": 0.0, ""5"": -16.666666666666657, ""6"": 0.0, ""7"": -21.951219512195124, ""8"": -2.1276595744680833, ""9"": 0.0}",D:\setfit-modify\results\trec\16-shot\seed-3\random_aug.json
trec,16,3,,,vanilla,80.80000000000001,68.77546104413176,0.0,4.200000000000017,"{""0"": 0.0, ""10"": 0.0, ""11"": 0.0, ""12"": 0.0, ""13"": 0.0, ""14"": 0.0, ""16"": 0.0, ""18"": 0.0, ""19"": 0.0, ""2"": 0.0, ""20"": 0.0, ""21"": 0.0, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 0.0, ""27"": 0.0, ""28"": 0.0, ""29"": 0.0, ""3"": 0.0, ""30"": 0.0, ""31"": 0.0, ""32"": 0.0, ""33"": null, ""34"": 0.0, ""35"": 0.0, ""36"": 0.0, ""37"": 0.0, ""38"": 0.0, ""39"": null, ""4"": 0.0, ""40"": 0.0, ""41"": 0.0, ""43"": 0.0, ""44"": 0.0, ""47"": 0.0, ""48"": 0.0, ""49"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": 0.0, ""8"": 0.0, ""9"": 0.0}",D:\setfit-modify\results\trec\16-shot\seed-3\vanilla.json
trec,16,4,,,error_driven,83.39999999999999,67.04356989758841,3.1999999999999886,4.799999999999983,"{""0"": 0.0, ""10"": 0.0, ""11"": -14.285714285714278, ""12"": -28.57142857142857, ""13"": -11.111111111111128, ""14"": -8.333333333333332, ""16"": 8.0, ""18"": 0.0, ""19"": 0.0, ""2"": 12.5, ""20"": 0.0, ""21"": 0.0, ""22"": -5.555555555555557, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 0.0, ""27"": 25.0, ""28"": 0.0, ""29"": 20.0, ""3"": -25.0, ""30"": 0.0, ""31"": 0.0, ""32"": 0.0, ""33"": null, ""34"": 0.0, ""35"": 0.0, ""36"": 0.0, ""37"": 8.333333333333336, ""38"": 16.666666666666657, ""39"": null, ""4"": 12.727272727272734, ""40"": 0.0, ""41"": 0.0, ""43"": 6.25, ""44"": 0.0, ""45"": null, ""47"": 0.0, ""48"": 0.0, ""49"": 0.0, ""5"": 16.666666666666657, ""6"": 0.0, ""7"": 2.4390243902439153, ""8"": 0.0, ""9"": 0.0}",D:\setfit-modify\results\trec\16-shot\seed-4\augmented.json
trec,16,4,,,random_aug,78.60000000000001,66.40555648792885,-1.5999999999999943,0.0,"{""0"": 0.0, ""10"": 0.0, ""11"": -14.285714285714278, ""12"": 0.0, ""13"": 0.0, ""14"": -16.666666666666664, ""16"": -4.0, ""18"": 0.0, ""19"": 0.0, ""2"": 6.25, ""20"": 0.0, ""21"": 0.0, ""22"": 5.555555555555543, ""23"": 0.0, ""24"": 50.0, ""25"": 0.0, ""26"": 33.33333333333334, ""27"": -25.0, ""28"": 0.0, ""29"": 13.333333333333329, ""3"": 0.0, ""30"": 0.0, ""31"": 0.0, ""32"": 0.0, ""33"": null, ""34"": 0.0, ""35"": 0.0, ""36"": 0.0, ""37"": 0.0, ""38"": 16.666666666666657, ""39"": null, ""4"": -3.636363636363626, ""40"": 0.0, ""41"": 0.0, ""43"": 6.25, ""44"": 0.0, ""45"": null, ""47"": 0.0, ""48"": 0.0, ""49"": 0.0, ""5"": 16.666666666666657, ""6"": 0.0, ""7"": -7.317073170731703, ""8"": 0.0, ""9"": 0.0}",D:\setfit-modify\results\trec\16-shot\seed-4\random_aug.json
trec,16,4,,,vanilla,80.2,66.07618267454227,0.0,1.5999999999999943,"{""0"": 0.0, ""10"": 0.0, ""11"": 0.0, ""12"": 0.0, ""13"": 0.0, ""14"": 0.0, ""16"": 0.0, ""18"": 0.0, ""19"": 0.0, ""2"": 0.0, ""20"": 0.0, ""21"": 0.0, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 0.0, ""27"": 0.0, ""28"": 0.0, ""29"": 0.0, ""3"": 0.0, ""30"": 0.0, ""31"": 0.0, ""32"": 0.0, ""33"": null, ""34"": 0.0, ""35"": 0.0, ""36"": 0.0, ""37"": 0.0, ""38"": 0.0, ""39"": null, ""4"": 0.0, ""40"": 0.0, ""41"": 0.0, ""43"": 0.0, ""44"": 0.0, ""45"": null, ""47"": 0.0, ""48"": 0.0, ""49"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": 0.0, ""8"": 0.0, ""9"": 0.0}",D:\setfit-modify\results\trec\16-shot\seed-4\vanilla.json
